text,sub_emotion,intensity,emotion,emotion_encoded,sub_emotion_encoded,intensity_encoded
"Ah, look, how beautiful, complicity, look.",admiration,mild,happiness,3,0,0
Bride and groom.,neutral,mild,neutral,4,20,0
"No, ¿eh?",disapproval,mild,disgust,1,10,0
Bésala of.,desire,moderate,happiness,3,8,1
What do you want?,curiosity,mild,happiness,3,7,0
Did you do it to me when he met me?,curiosity,moderate,happiness,3,7,1
Bésala.,desire,moderate,happiness,3,8,1
"Look, that's how ...",neutral,mild,neutral,4,20,0
I forget everything.,relief,mild,happiness,3,24,0
It's fine with me.,approval,mild,happiness,3,4,0
Me too.,approval,mild,happiness,3,4,0
"Santa Calicia, Chingo.",surprise,moderate,surprise,6,27,1
I rethink things.,realization,moderate,surprise,6,23,1
The possibility of going alone.,curiosity,mild,happiness,3,7,0
"Well, good, because ...",optimism,mild,happiness,3,21,0
"Is that sometimes that hurts, uncle, than ...",sadness,moderate,sadness,5,26,1
That everything else.,neutral,mild,neutral,4,20,0
"Now they all love each other, right?",neutral,mild,neutral,4,20,0
"My mother, uncle.",surprise,mild,surprise,6,27,0
"What anger, uncle.",anger,strong,anger,0,2,2
"I can't with these things, uncle.",annoyance,moderate,anger,0,3,1
It is a false.,disapproval,strong,disgust,1,10,2
I ask you to the head.,confusion,moderate,surprise,6,6,1
"That girl likes, really.",admiration,mild,happiness,3,0,0
Why are you so sure?,curiosity,moderate,happiness,3,7,1
The look.,admiration,mild,happiness,3,0,0
The caress.,admiration,mild,happiness,3,0,0
"How treats her, how she speaks.",admiration,mild,happiness,3,0,0
The kisses.,admiration,mild,happiness,3,0,0
He dies to kiss her.,desire,strong,happiness,3,8,2
"I want to go, Sandra.",desire,moderate,happiness,3,8,1
I can't be thinking here,annoyance,moderate,anger,0,3,1
In another person.,confusion,mild,surprise,6,6,0
I have to think about me.,realization,moderate,surprise,6,23,1
"Oh, with what you are worth, really.",admiration,mild,happiness,3,0,0
"No, I want to go to my house, uncle.",desire,strong,happiness,3,8,2
I can't anymore.,annoyance,strong,anger,0,3,2
"The truth, really.",neutral,mild,neutral,4,20,0
You also deserve an application.,approval,mild,happiness,3,4,0
"And if he is going to shit it, let him shine.",disapproval,moderate,disgust,1,10,1
That he feels here and gives it to you.,neutral,mild,neutral,4,20,0
"And that if he shits her, that he screws her up, uncle.",anger,moderate,anger,0,2,1
"Because if you go out with this, you forgive it.",neutral,mild,neutral,4,20,0
Because there is nothing serious.,neutral,mild,neutral,4,20,0
So this is forgiven.,neutral,mild,neutral,4,20,0
But let him see how far he went.,disapproval,moderate,disgust,1,10,1
"Let him be wrong, he will regret it.",disapproval,moderate,disgust,1,10,1
That Nico considers to leave alone it already seems to me,disappointment,moderate,sadness,5,9,1
The last thing I need to hear.,annoyance,moderate,anger,0,3,1
"He gave me the ears that I was the wife of his life,",confusion,mild,surprise,6,6,0
That not even the island with us,neutral,mild,neutral,4,20,0
"And in sight until, look,",neutral,mild,neutral,4,20,0
Neither the last bonfire nor the third bonfire already,neutral,mild,neutral,4,20,0
He tells me that he considers leaving alone.,disappointment,moderate,sadness,5,9,1
Marieta,neutral,mild,neutral,4,20,0
Be separated from Alex,sadness,mild,sadness,5,26,0
is helping you to know a part of you,realization,moderate,surprise,6,23,1
that until now you had not discovered.,curiosity,mild,happiness,3,7,0
You feel freer.,relief,moderate,happiness,3,24,1
You are letting you take with Sergio,curiosity,mild,happiness,3,7,0
and living it now without thinking too much,neutral,mild,neutral,4,20,0
in what is happening in the other villa.,neutral,mild,neutral,4,20,0
But tonight you told me,neutral,mild,neutral,4,20,0
"Yes, Sandra, for me to come here",realization,moderate,surprise,6,23,1
It is a clash with reality.,realization,strong,surprise,6,23,2
"Although it seems not, I take it more to inside.",sadness,moderate,sadness,5,26,1
"And the red light, I really hope, Sandra,",nervousness,mild,fear,2,19,0
"I tell you from the heart,",caring,moderate,happiness,3,5,1
that the red light that sounded after the second bonfire,fear,moderate,fear,2,14,1
Don't be my boyfriend.,fear,moderate,fear,2,14,1
Because?,confusion,mild,surprise,6,6,0
Because it would be for spite.,anger,moderate,anger,0,2,1
I don't want a disreated person in my life.,disapproval,strong,disgust,1,10,2
I want a person who does the heart things,desire,moderate,happiness,3,8,1
As I do.,neutral,mild,neutral,4,20,0
Do the right heart.,desire,mild,happiness,3,8,0
THAT YOU THINK OF THE HEART.,desire,strong,happiness,3,8,2
May you lie with someone at heart.,desire,moderate,happiness,3,8,1
"In spite, no.",disapproval,mild,disgust,1,10,0
There are images of Alex for you.,neutral,mild,neutral,4,20,0
With them.,neutral,mild,neutral,4,20,0
To the prepared.,neutral,mild,neutral,4,20,0
"Strong, okay?",caring,mild,happiness,3,5,0
"I'm sorry for how reactions, really.",remorse,moderate,sadness,5,25,1
"No, you don't apologize all the time,",annoyance,mild,anger,0,3,0
that you are super badly used to apologize,disapproval,moderate,disgust,1,10,1
for everything you do.,disapproval,mild,disgust,1,10,0
Well no.,neutral,mild,neutral,4,20,0
It doesn't give me anger.,neutral,mild,neutral,4,20,0
"Oh, really.",neutral,mild,neutral,4,20,0
Ay.,neutral,mild,neutral,4,20,0
"What a disgust, aunt.",disgust,moderate,disgust,1,11,1
"Aunt, is kissing my boyfriend, uncle.",anger,strong,anger,0,2,2
"That girl is kissing my boyfriend, Aunt.",anger,strong,anger,0,2,2
"My mother, aunt.",surprise,moderate,surprise,6,27,1
"That is my boyfriend, aunt.",anger,strong,anger,0,2,2
"Well, why wasn't it?",confusion,mild,surprise,6,6,0
"Ay, tía.",neutral,mild,neutral,4,20,0
"Aunt, that's my boyfriend, uncle.",anger,strong,anger,0,2,2
That is my boyfriend.,anger,strong,anger,0,2,2
"In the end, what do you want?",confusion,mild,surprise,6,6,0
What do you want? She is my daughter of mine.,confusion,moderate,surprise,6,6,1
It is what there is.,neutral,mild,neutral,4,20,0
"I feel here and I give it, yes.",neutral,mild,neutral,4,20,0
"Ah, now. It was clear, uncle.",realization,mild,surprise,6,23,0
It is river.,neutral,mild,neutral,4,20,0
It is that it disgusts to see it.,disgust,moderate,disgust,1,11,1
"What happens, Marieta?",curiosity,mild,happiness,3,7,0
"Sandra, what a fucking disgust, uncle. What a shame.",disgust,strong,disgust,1,11,2
It is the first boy I present at my house.,pride,mild,happiness,3,22,0
"It is the first one with which a Valentine's Day, an old night.",neutral,mild,neutral,4,20,0
It is that boy who is eating the tits to one.,disgust,strong,disgust,1,11,2
It is that.,neutral,mild,neutral,4,20,0
It is that I do not look like this.,confusion,mild,surprise,6,6,0
"That we have specific moments because we are people,",neutral,mild,neutral,4,20,0
But it is that no.,neutral,mild,neutral,4,20,0
It is that in all the videos of all I see it making a guine.,confusion,mild,surprise,6,6,0
I have not seen it.,neutral,mild,neutral,4,20,0
Still sitting on the couch having a conversation.,neutral,mild,neutral,4,20,0
"But, Marieta, you have also let yourself go.",disapproval,mild,disgust,1,10,0
"Already, Sandra, but I have a connection.",neutral,mild,neutral,4,20,0
"Is that I understand myself with my eyes,",pride,mild,happiness,3,22,0
"is that it is a person who takes care of me,",caring,moderate,happiness,3,5,1
"is that we are not all day by saying,",neutral,mild,neutral,4,20,0
"is that we interact with colleagues,",neutral,mild,neutral,4,20,0
"It is that Sergio listens to me, is that he takes care of me, Sandra.",caring,moderate,happiness,3,5,1
Do you think Gabriela is not taking care of Alex?,curiosity,mild,happiness,3,7,0
No. Gabriela is waiting for what he is waiting for.,neutral,mild,neutral,4,20,0
Do you think they understand us with their eyes?,curiosity,mild,happiness,3,7,0
No. I have not seen any look.,neutral,mild,neutral,4,20,0
I have only seen the intertwined languages.,disapproval,mild,disgust,1,10,0
Marieta ...,neutral,mild,neutral,4,20,0
"It is ashamed, it is not even crying.",disappointment,moderate,sadness,5,9,1
I am ashamed to have introduced this man to my father.,embarrassment,strong,fear,2,12,2
If you can be called sir.,disapproval,mild,disgust,1,10,0
And that he has sat on my father's couch.,disapproval,mild,disgust,1,10,0
"I am ashamed, uncle. I'm ashamed.",embarrassment,strong,fear,2,12,2
"I don't want to get nervous, but it's going to get nervous.",nervousness,moderate,fear,2,19,1
I think they are ...,confusion,mild,surprise,6,6,0
Are they taking care of there?,curiosity,mild,happiness,3,7,0
They are there. I will not approach or see it.,fear,moderate,fear,2,14,1
"Oh, please!",annoyance,mild,anger,0,3,0
We already have it.,neutral,mild,neutral,4,20,0
Can you come with me?,neutral,mild,neutral,4,20,0
"Ay, is, is, is, is, is ...",nervousness,moderate,fear,2,19,1
"Oh, oh, I shit in your motherfucker, I shit.",anger,strong,anger,0,2,2
"My mother, uncle! What a shame, kid!",embarrassment,strong,fear,2,12,2
What a shame! What a shame!,embarrassment,strong,fear,2,12,2
"What a shame, Sandra, really!",embarrassment,strong,fear,2,12,2
I can't even look at you. What a shame!,embarrassment,strong,fear,2,12,2
That this is going to see people! What a shame!,embarrassment,strong,fear,2,12,2
"It has not gone or slowly. To the first, there, everything.",disappointment,moderate,sadness,5,9,1
I'm going to give you everything.,anger,moderate,anger,0,2,1
"What's going, uncle? What's going? What is this, a joke or what?",confusion,moderate,surprise,6,6,1
To me who are hesitating me or what?,annoyance,moderate,anger,0,3,1
"The whore Gabriela de los Cups. I shit in the host whore, uncle!",anger,strong,anger,0,2,2
"Love is your boyfriend. No, that is, she doesn't.",confusion,moderate,surprise,6,6,1
Cow!,anger,mild,anger,0,2,0
"It is a vacylon, Sandra, uncle! It is a vacilón!",amusement,moderate,happiness,3,1,1
Why do you think no?,curiosity,mild,happiness,3,7,0
It is a vacilón!,amusement,moderate,happiness,3,1,1
Why do you think Alex has been carried away with Gabriela?,curiosity,moderate,happiness,3,7,1
Because he has seen my kiss.,realization,moderate,surprise,6,23,1
"Besides, is that, right? In addition, arrive from the bonfire.",confusion,mild,surprise,6,6,0
"Action, reaction.",neutral,mild,neutral,4,20,0
"He arrived and said, my girlfriend has given a kiss, come here.",surprise,moderate,surprise,6,27,1
"I am crazy, really, I am crazy.",nervousness,strong,fear,2,19,2
And I stop.,neutral,mild,neutral,4,20,0
Do you think he has crossed more limits than you?,curiosity,moderate,happiness,3,7,1
Is that I have not put myself to keep in front of everyone,embarrassment,mild,fear,2,12,0
"I haven't even put myself in the hammocks, or anything.",embarrassment,mild,fear,2,12,0
"I have had to keep it, I have done it in my bed.",embarrassment,mild,fear,2,12,0
"And above, I have done little.",disappointment,mild,sadness,5,9,0
How are you going to act from now?,curiosity,mild,happiness,3,7,0
As I am doing it.,neutral,mild,neutral,4,20,0
"Me, Sergio, I like it.",desire,moderate,happiness,3,8,1
"Sergio draws the best of me, Sandra.",admiration,moderate,happiness,3,0,1
And ... and I'm going to let myself carry.,optimism,moderate,happiness,3,21,1
"Ruth, seeing Marieta's images made you reconsider.",realization,moderate,surprise,6,23,1
I will have to apologize in your video,remorse,moderate,sadness,5,25,1
When I talk to him for thinking he was.,remorse,mild,sadness,5,25,0
"And ... as I have already been touched, I don't want to investigate anymore.",disappointment,moderate,sadness,5,9,1
There could be no more.,neutral,mild,neutral,4,20,0
But Sandra has done the same thing that does to me.,annoyance,mild,anger,0,3,0
The same dust.,disgust,mild,disgust,1,11,0
Nor has it innovated.,disappointment,mild,sadness,5,9,0
And you have innovated with Sergio?,curiosity,mild,happiness,3,7,0
"Something different, at least, I say it.",pride,mild,happiness,3,22,0
"When I see Álex in that guinely context,",confusion,moderate,surprise,6,6,1
I do not identify it.,confusion,moderate,surprise,6,6,1
"I mean, it is not so with me.",disappointment,moderate,sadness,5,9,1
I think it's the Alex who doesn't want to teach me,sadness,moderate,sadness,5,26,1
or he did not want to teach me this year and a half,sadness,moderate,sadness,5,26,1
And the one I have asked to teach me many times.,sadness,moderate,sadness,5,26,1
Girls...,neutral,mild,neutral,4,20,0
The bonfire is not over yet.,neutral,mild,neutral,4,20,0
This is the necklace of the veto.,neutral,mild,neutral,4,20,0
With him you will be able to veto one of the single,curiosity,mild,happiness,3,7,0
for 24 hours,neutral,mild,neutral,4,20,0
so that I cannot maintain any contact,disappointment,moderate,sadness,5,9,1
With your boyfriends.,neutral,mild,neutral,4,20,0
He will have to leave the town for a whole day.,neutral,mild,neutral,4,20,0
And it is also an opportunity to send a message,curiosity,mild,happiness,3,7,0
To your boyfriends.,neutral,mild,neutral,4,20,0
"Girls, I leave you some time for you to decide",neutral,mild,neutral,4,20,0
What a single you are going to veto.,curiosity,mild,happiness,3,7,0
"Yours, who is the most heavy that goes, goes from Chulita.",disapproval,moderate,disgust,1,10,1
You have to give it a little of ...,neutral,mild,neutral,4,20,0
"I would obviously vend Gabriela, aunt.",disapproval,moderate,disgust,1,10,1
"To me, what you say.",neutral,mild,neutral,4,20,0
"Obviously, I want to veto Gabriela",disapproval,moderate,disgust,1,10,1
Because I would like Alex to remember me at some point.,desire,moderate,happiness,3,8,1
You have to give it a brake.,annoyance,mild,anger,0,3,0
"Gabriela, then?",curiosity,mild,happiness,3,7,0
Also.,neutral,mild,neutral,4,20,0
Do you have clear your intentions,curiosity,mild,happiness,3,7,0
Why do you want to veto for 24 hours?,curiosity,moderate,happiness,3,7,1
Let's veto Gabriela,disapproval,moderate,disgust,1,10,1
Because it is the most advanced.,disapproval,moderate,disgust,1,10,1
"And to also send a message to Álex,",curiosity,mild,happiness,3,7,0
"A touch of attention,",curiosity,mild,happiness,3,7,0
Because I think the line is passing,disapproval,moderate,disgust,1,10,1
and that deserves a punishment.,disapproval,moderate,disgust,1,10,1
I would like to see if in those 24 hours,curiosity,moderate,happiness,3,7,1
Gabriela or me more than less.,curiosity,moderate,happiness,3,7,1
Do you miss Gabriela or me?,curiosity,moderate,happiness,3,7,1
"Girls, you just made a decision.",neutral,mild,neutral,4,20,0
Gabriela will receive the veto necklace.,disapproval,moderate,disgust,1,10,1
That means that Villa Playa will leave,neutral,mild,neutral,4,20,0
for 24 hours.,neutral,mild,neutral,4,20,0
But...,curiosity,mild,happiness,3,7,0
"for the first time on the island of temptations,",excitement,moderate,happiness,3,13,1
The veto will give you power ...,curiosity,moderate,happiness,3,7,1
to face face to face with temptation.,curiosity,moderate,happiness,3,7,1
"We do not understand, Sandra. We are all like ...",confusion,moderate,surprise,6,6,1
"Very soon you will understand it, girls.",neutral,mild,neutral,4,20,0
Now yes.,neutral,mild,neutral,4,20,0
